117,-1.217726,-1.310733,-1.130227,-1.053599
118,-1.220566,-1.3138,-1.132633,-1.055176
119,-1.223389,-1.316851,-1.135027,-1.056747
120,-1.226197,-1.319886,-1.137408,-1.058312
121,-1.22899,-1.322904,-1.139777,-1.059871
122,-1.231768,-1.325907,-1.142134,-1.061423
123,-1.234531,-1.328894,-1.144478,-1.06297
124,-1.237279,-1.331865,-1.146811,-1.064511
125,-1.240012,-1.334821,-1.149131,-1.066046
126,-1.242731,-1.337762,-1.15144,-1.067575
127,-1.245435,-1.340688,-1.153738,-1.069099
128,-1.248126,-1.343599,-1.156023,-1.070617
129,-1.250802,-1.346495,-1.158298,-1.072129
130,-1.253465,-1.349377,-1.160561,-1.073635
131,-1.256114,-1.352244,-1.162813,-1.075136
132,-1.25875,-1.355097,-1.165055,-1.076631
133,-1.261372,-1.357936,-1.167285,-1.078121
134,-1.263981,-1.360762,-1.169504,-1.079605
135,-1.266577,-1.363573,-1.171713,-1.081084
136,-1.26916,-1.366371,-1.173912,-1.082557
137,-1.27173,-1.369155,-1.1761,-1.084025
138,-1.274288,-1.371926,-1.178277,-1.085488
139,-1.276833,-1.374684,-1.180444,-1.086945
140,-1.279366,-1.377429,-1.182601,-1.088397
141,-1.281886,-1.380161,-1.184748,-1.089844
142,-1.284394,-1.382879,-1.186885,-1.091284
143,-1.286889,-1.385585,-1.18901,-1.092718
144,-1.289371,-1.388277,-1.191123,-1.094144
145,-1.291833,-1.390952,-1.193217,-1.095554
146,-1.294262,-1.393597,-1.195275,-1.096934
147,-1.296607,-1.396167,-1.197245,-1.098241
148,-1.298702,-1.3985,-1.198972,-1.099362
149,-1.3,-1.4,-1.2,-1.1
150,-1.298702,-1.3985,-1.198972,-1.099362
